fdc_id,food_name,calories,protein,carbs,fat,fiber,sugar,sodium
331960,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",166.0,32.1,0.0,3.24,,,47.0
332282,"Sauce, pasta, spaghetti/marinara, ready-to-serve",45.0,1.41,8.05,1.48,1.8,,419.0
332397,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",106.0,16.7,0.27,3.73,,,1040.0
332597,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",57.0,0.38,15.1,0.16,3.1,,7.0
332791,"Olives, green, Manzanilla, stuffed with pimiento",130.0,1.15,4.96,12.9,4.0,,1620.0
332864,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",346.0,19.3,2.63,28.1,,,983.0
333008,"Cookies, oatmeal, soft, with raisins",430.0,5.79,69.6,14.3,3.3,,314.0
333281,"Tomatoes, canned, red, ripe, diced",18.0,0.84,3.32,0.5,,,125.0
333374,"Fish, haddock, raw",74.0,16.3,0.0,0.45,,,213.0
333476,"Fish, pollock, raw",56.0,12.3,0.0,0.41,,,333.0
334194,"Fish, tuna, light, canned in water, drained solids",90.0,19.0,0.08,0.94,,,219.0
334247,"Sugars, granulated",385.0,0.0,99.6,0.32,,,1.0
334462,"Restaurant, Chinese, sweet and sour pork",260.0,8.88,25.5,13.6,1.0,,304.0
334536,"Restaurant, Chinese, fried rice, without meat",174.0,3.84,32.5,3.19,,,361.0
334628,"Restaurant, Latino, tamale, pork",174.0,7.38,15.8,9.04,2.4,,473.0
334720,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",229.0,5.59,31.5,9.01,5.8,,305.0
334849,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",155.0,22.8,0.0,6.39,,,45.0
334897,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",176.0,27.7,0.0,6.36,,,54.0
334898,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",122.0,23.4,0.0,2.48,,,50.0
334963,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",123.0,23.7,0.0,2.41,,,55.0
335061,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",219.0,27.3,0.0,11.4,,,67.0
335109,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",145.0,22.7,0.0,5.32,,,43.0
335240,"Bread, whole-wheat, commercially prepared",254.0,12.3,43.1,3.55,6.0,,450.0
746764,"Carrots, frozen, unprepared",37.0,0.81,7.92,0.47,3.2,,66.0
746771,"Oranges, raw, navels",47.0,0.91,11.8,0.15,2.0,,9.0
746773,"Pears, raw, bartlett",57.0,0.38,15.1,0.16,3.1,,7.0
746952,"Ham, sliced, restaurant",126.0,19.6,2.36,3.68,,,1030.0
747429,"Cheese, American, restaurant",373.0,17.5,6.35,31.1,,,1600.0
747693,"Ketchup, restaurant",103.0,1.11,26.8,0.55,,,949.0
747997,"Eggs, Grade A, Large, egg white",55.0,10.7,2.36,0.0,,,
748236,"Eggs, Grade A, Large, egg yolk",334.0,16.2,1.02,28.8,,,
748967,"Eggs, Grade A, Large, egg whole",147.0,12.4,0.96,9.96,0.0,,129.0
749420,"Pork, cured, bacon, cooked, restaurant",512.0,40.9,2.1,36.5,,,1830.0
789890,"Flour, wheat, all-purpose, enriched, bleached",375.0,10.9,77.3,1.48,,,2.0
789951,"Flour, wheat, all-purpose, enriched, unbleached",367.0,13.1,73.2,1.48,,,4.0
790018,"Flour, wheat, all-purpose, unenriched, unbleached",370.0,12.0,74.6,1.7,3.0,,2.0
790085,"Flour, whole wheat, unenriched",346.0,15.1,71.2,2.73,10.6,,3.0
790146,"Flour, bread, white, enriched, unbleached",372.0,14.3,72.8,1.65,,,3.0
790214,"Flour, rice, white, unenriched",369.0,6.94,79.8,1.3,0.5,,5.0
790276,"Flour, corn, yellow, fine meal, enriched",372.0,6.2,80.8,1.74,4.3,,0.0
790577,"Onions, red, raw",42.0,0.94,9.93,0.1,2.2,,1.0
790646,"Onions, yellow, raw",36.0,0.83,8.61,0.05,1.9,,1.0
790774,"Bananas, overripe, raw",85.0,0.73,20.1,0.22,1.7,,
